date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:04:21	1904/1904	---M--	200	added ('OK')	image/png	etag:%224086a2b669094df33194d53d875ea98f%22	https://gerold.vercel.app/img/roll/roll-img7.png	D:/arolax/deep%20port/gerold.vercel.app/img/roll/roll-img7.png	(from https://gerold.vercel.app/home-9)
19:04:21	1762/1762	---M--	200	added ('OK')	image/png	etag:%22833ed484935c2e12340efb376804ac31%22	https://gerold.vercel.app/img/roll/roll-img8.png	D:/arolax/deep%20port/gerold.vercel.app/img/roll/roll-img8.png	(from https://gerold.vercel.app/home-9)
19:04:22	70613/70613	---MCZ	200	added ('OK')	text/css	etag:W/%2230ac0f56dff3ded9baf4a2f4919141be%22	https://gerold.vercel.app/_next/static/css/515998eabf51edae.css	D:/arolax/deep%20port/gerold.vercel.app/_next/static/css/515998eabf51edae.css	(from https://gerold.vercel.app/home-9)
19:04:22	512551/512551	---MCZ	200	added ('OK')	text/css	etag:W/%2295adfde1b690b693950a122b29a1fef2%22	https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css	D:/arolax/deep%20port/gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css	(from https://gerold.vercel.app/home-9)
19:04:22	19589/19589	---MCZ	200	added ('OK')	text/css	etag:W/%227590d04cba6b76b159bb917617ae6828%22	https://gerold.vercel.app/_next/static/css/e32874154473cae8.css	D:/arolax/deep%20port/gerold.vercel.app/_next/static/css/e32874154473cae8.css	(from https://gerold.vercel.app/home-9)
19:04:23	148001/148001	---MCZ	200	added ('OK')	text/css	etag:W/%225dc50d01b8bf2e88758b4b78fd502b2c%22	https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css	D:/arolax/deep%20port/gerold.vercel.app/_next/static/css/418a220860f52a1d.css	(from https://gerold.vercel.app/home-9)
19:04:23	4161/4161	---MCZ	200	added ('OK')	application/javascript	etag:W/%223d061fe81ff85d6c555dfb76b0ea4a03%22	https://gerold.vercel.app/_next/static/chunks/webpack-7bcd12dfe681d4ae.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/webpack-7bcd12dfe681d4ae.js	(from https://gerold.vercel.app/home-9)
19:04:23	167090/167090	---MCZ	200	added ('OK')	application/javascript	etag:W/%22134c96f899922d29279b675e9fbee451%22	https://gerold.vercel.app/_next/static/chunks/4bd1b696-9a68a0f25effdd72.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/4bd1b696-9a68a0f25effdd72.js	(from https://gerold.vercel.app/home-9)
19:04:24	200484/200484	---MCZ	200	added ('OK')	application/javascript	etag:W/%22374d41738dd11e1e7c3b826f183c8197%22	https://gerold.vercel.app/_next/static/chunks/517-6971fe28f2494813.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/517-6971fe28f2494813.js	(from https://gerold.vercel.app/home-9)
19:04:24	463/463	---M--	200	added ('OK')	application/javascript	etag:%22e03cd6fbfe700dbfb0b6f85148f1ac93%22	https://gerold.vercel.app/_next/static/chunks/main-app-a849309caff0f7ba.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/main-app-a849309caff0f7ba.js	(from https://gerold.vercel.app/home-9)
19:04:24	2915/2915	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215f2ac1ee45346e5d71009a5c10cf62c%22	https://gerold.vercel.app/_next/static/chunks/app/layout-f284976a4a8c15d9.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/app/layout-f284976a4a8c15d9.js	(from https://gerold.vercel.app/home-9)
19:04:25	23653/23653	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254c9073ece747c54dc0a2e192eb99f14%22	https://gerold.vercel.app/_next/static/chunks/465-e18ef2ad2541baee.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/465-e18ef2ad2541baee.js	(from https://gerold.vercel.app/home-9)
19:04:25	96841/96841	---MCZ	200	added ('OK')	application/javascript	etag:W/%22aa8f06cada1433715213fda8585cc1c1%22	https://gerold.vercel.app/_next/static/chunks/610-5ad4633855e4558a.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/610-5ad4633855e4558a.js	(from https://gerold.vercel.app/home-9)
19:04:25	80052/80052	---MCZ	200	added ('OK')	application/javascript	etag:W/%224d8992def5e91c52263c9b1fb848e710%22	https://gerold.vercel.app/_next/static/chunks/67-2fcbc193005c5828.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/67-2fcbc193005c5828.js	(from https://gerold.vercel.app/home-9)
19:04:26	26288/26288	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e7e5fb0101dee97f3f329d62aced0372%22	https://gerold.vercel.app/_next/static/chunks/576-c0f6df475d988f26.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/576-c0f6df475d988f26.js	(from https://gerold.vercel.app/home-9)
19:04:26	17562/17562	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ed4cf51fcf313928bca3442cbe4db9d4%22	https://gerold.vercel.app/_next/static/chunks/60-3d0804e41d3b62c0.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/60-3d0804e41d3b62c0.js	(from https://gerold.vercel.app/home-9)
19:04:26	26716/26716	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d818db3018955ba5c0f924c38175b01f%22	https://gerold.vercel.app/_next/static/chunks/294-af9a3c57029e085e.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/294-af9a3c57029e085e.js	(from https://gerold.vercel.app/home-9)
19:04:27	50312/50312	---MCZ	200	added ('OK')	application/javascript	etag:W/%22ddc4de77120075ee85587f30fd7e93c7%22	https://gerold.vercel.app/_next/static/chunks/app/home-9/page-638aef6f28403057.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/app/home-9/page-638aef6f28403057.js	(from https://gerold.vercel.app/home-9)
19:04:27	289138/289138	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228714a30ae95cdee6d59c3646065258bc%22	https://gerold.vercel.app/img/icons/progess-9-icon1.svg	D:/arolax/deep%20port/gerold.vercel.app/img/icons/progess-9-icon1.svg	(from https://gerold.vercel.app/home-9)
19:04:28	346434/346434	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e13d357a37b953f2cd36c70d7e3f126e%22	https://gerold.vercel.app/img/icons/progess-9-icon2.svg	D:/arolax/deep%20port/gerold.vercel.app/img/icons/progess-9-icon2.svg	(from https://gerold.vercel.app/home-9)
19:04:28	117412/117412	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e82164666b56a598e4670d42f6b4eb42%22	https://gerold.vercel.app/img/icons/progess-9-icon3.svg	D:/arolax/deep%20port/gerold.vercel.app/img/icons/progess-9-icon3.svg	(from https://gerold.vercel.app/home-9)
19:04:28	2641/2641	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f23dc744c4ac1c96bf0af5fd577e26c%22	https://gerold.vercel.app/img/icons/progess-9-icon4.svg	D:/arolax/deep%20port/gerold.vercel.app/img/icons/progess-9-icon4.svg	(from https://gerold.vercel.app/home-9)
19:04:29	81854/81854	---M--	200	added ('OK')	image/jpeg	etag:%226b478cd1ca0e628d659bf140fd0f3b8e%22	https://gerold.vercel.app/img/about/about-9-thumb.jpg	D:/arolax/deep%20port/gerold.vercel.app/img/about/about-9-thumb.jpg	(from https://gerold.vercel.app/home-9)
19:04:29	196803/196803	---MCZ	200	added ('OK')	image/x-icon	etag:W/%224a7a0869966ae2f052ed3f0f1dae329b%22	https://gerold.vercel.app/favicon.ico	D:/arolax/deep%20port/gerold.vercel.app/favicon.ico	(from https://gerold.vercel.app/home-9)
19:04:30	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://gerold.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	D:/arolax/deep%20port/gerold.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://gerold.vercel.app/home-9)
19:04:30	9844/9844	---M--	200	added ('OK')	font/woff2	etag:%2237f564fc0773048ab03027965b203473%22	https://gerold.vercel.app/_next/static/media/flaticon_gerold.7fa12d02.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/flaticon_gerold.7fa12d02.woff2	(from https://gerold.vercel.app/_next/static/css/515998eabf51edae.css)
19:04:31	11756/11756	---M--	200	added ('OK')	font/woff	etag:%22b82a65deae79cc84ff82d10a3f93c183%22	https://gerold.vercel.app/_next/static/media/flaticon_gerold.353a48e0.woff	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/flaticon_gerold.353a48e0.woff	(from https://gerold.vercel.app/_next/static/css/515998eabf51edae.css)
19:04:31	20860/20860	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2258997a788ab72999a8ee4fc550b234d0%22	https://gerold.vercel.app/_next/static/media/flaticon_gerold.f37e7814.eot	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/flaticon_gerold.f37e7814.eot	(from https://gerold.vercel.app/_next/static/css/515998eabf51edae.css)
19:04:32	20664/20664	---MCZ	200	added ('OK')	font/ttf	etag:W/%2234c84a6bc74c1d71cabdd2b7cfb9d586%22	https://gerold.vercel.app/_next/static/media/flaticon_gerold.0150b635.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/flaticon_gerold.0150b635.ttf	(from https://gerold.vercel.app/_next/static/css/515998eabf51edae.css)
19:04:32	188808/188808	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fc5ac2df96043adc7b1a94f9c1b93ba4%22	https://gerold.vercel.app/_next/static/media/flaticon_gerold.8dc48938.svg	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/flaticon_gerold.8dc48938.svg	(from https://gerold.vercel.app/_next/static/css/515998eabf51edae.css)
19:04:33	362836/362836	---M--	200	added ('OK')	font/woff2	etag:%222315e17dd35201f4b19fcd4a41937e67%22	https://gerold.vercel.app/_next/static/media/fa-sharp-light-300.d6be8294.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-sharp-light-300.d6be8294.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:34	896932/896932	---MCZ	200	added ('OK')	font/ttf	etag:W/%22a0de22f58e99a06d30398c680e4d178c%22	https://gerold.vercel.app/_next/static/media/fa-sharp-light-300.b6d32f99.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-sharp-light-300.b6d32f99.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:34	327912/327912	---M--	200	added ('OK')	font/woff2	etag:%229e643129e2db398eab0f8d326b12d355%22	https://gerold.vercel.app/_next/static/media/fa-sharp-regular-400.1e65e8f7.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-sharp-regular-400.1e65e8f7.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:35	795080/795080	---MCZ	200	added ('OK')	font/ttf	etag:W/%2277675e40c1a4deaa08f1f1bbf2b27cce%22	https://gerold.vercel.app/_next/static/media/fa-sharp-regular-400.82c9db72.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-sharp-regular-400.82c9db72.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:35	257496/257496	---M--	200	added ('OK')	font/woff2	etag:%2200291b4b3b503586be2a97c85fa07d22%22	https://gerold.vercel.app/_next/static/media/fa-sharp-solid-900.ad254f59.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-sharp-solid-900.ad254f59.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:36	639276/639276	---MCZ	200	added ('OK')	font/ttf	etag:W/%220e78e8984ab179f3c089c1158fb5b055%22	https://gerold.vercel.app/_next/static/media/fa-sharp-solid-900.1aa82799.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-sharp-solid-900.1aa82799.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:36	110932/110932	---M--	200	added ('OK')	font/woff2	etag:%22f022fca674f561d3f3f9f187a7fa3222%22	https://gerold.vercel.app/_next/static/media/fa-brands-400.6b36005f.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-brands-400.6b36005f.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:37	192100/192100	---MCZ	200	added ('OK')	font/ttf	etag:W/%22711a6cf9c6c553627ad277067520b665%22	https://gerold.vercel.app/_next/static/media/fa-brands-400.ed691e4a.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-brands-400.ed691e4a.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:38	418168/418168	---M--	200	added ('OK')	font/woff2	etag:%22f41b398f956e0110835289e223ab1147%22	https://gerold.vercel.app/_next/static/media/fa-duotone-900.c7247ceb.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-duotone-900.c7247ceb.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:38	1267308/1267308	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ea81b167e2b96af61bc5c61f33570849%22	https://gerold.vercel.app/_next/static/media/fa-duotone-900.dc6376cf.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-duotone-900.dc6376cf.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:39	429424/429424	---M--	200	added ('OK')	font/woff2	etag:%22183f1c8f71f9b21737cb79caea0f6c3d%22	https://gerold.vercel.app/_next/static/media/fa-light-300.166ed667.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-light-300.166ed667.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:40	1158388/1158388	---MCZ	200	added ('OK')	font/ttf	etag:W/%220ff58c8bc78b943d011674c7fd539ddf%22	https://gerold.vercel.app/_next/static/media/fa-light-300.ca03786d.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-light-300.ca03786d.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:40	395444/395444	---M--	200	added ('OK')	font/woff2	etag:%22f3100ca1d6b8939d47fe7e23a831bcd3%22	https://gerold.vercel.app/_next/static/media/fa-regular-400.26b3e814.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-regular-400.26b3e814.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:41	1038004/1038004	---MCZ	200	added ('OK')	font/ttf	etag:W/%22206e671047440f382cdacb295391d7ed%22	https://gerold.vercel.app/_next/static/media/fa-regular-400.5c26ffb6.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-regular-400.5c26ffb6.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:41	327824/327824	---M--	200	added ('OK')	font/woff2	etag:%22e0f1f10202002bf91422fd3768c2d744%22	https://gerold.vercel.app/_next/static/media/fa-solid-900.1ff0942a.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-solid-900.1ff0942a.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:42	907696/907696	---MCZ	200	added ('OK')	font/ttf	etag:W/%2253400e29617458ac089d98341b077c42%22	https://gerold.vercel.app/_next/static/media/fa-solid-900.60746659.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-solid-900.60746659.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:42	465964/465964	---M--	200	added ('OK')	font/woff2	etag:%22b4e98c8d4e2a0e51a0afa2d651553bef%22	https://gerold.vercel.app/_next/static/media/fa-thin-100.16a70ea4.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-thin-100.16a70ea4.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:44	1269336/1269336	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c4754fdc1f5a634615442cc2c06cc583%22	https://gerold.vercel.app/_next/static/media/fa-thin-100.48ada6f5.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-thin-100.48ada6f5.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:44	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%22afbc9f1f583819970e8158f8aa0cf484%22	https://gerold.vercel.app/_next/static/media/fa-v4compatibility.a0d2b674.woff2	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-v4compatibility.a0d2b674.woff2	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:44	10172/10172	---MCZ	200	added ('OK')	font/ttf	etag:W/%22e01635f5154425d2f5824f486e3b9154%22	https://gerold.vercel.app/_next/static/media/fa-v4compatibility.cf62cc23.ttf	D:/arolax/deep%20port/gerold.vercel.app/_next/static/media/fa-v4compatibility.cf62cc23.ttf	(from https://gerold.vercel.app/_next/static/css/aa5e86c846e19feb.css)
19:04:45	132285/132285	---M--	200	added ('OK')	image/jpeg	etag:%222ac1664e30a4abc00c40eec439ef20d6%22	https://gerold.vercel.app/img/breadcrumb/breadcrumb-bg.jpg	D:/arolax/deep%20port/gerold.vercel.app/img/breadcrumb/breadcrumb-bg.jpg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:46	6862/6862	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22605499167305aeee3faddc1bad0dcd00%22	https://gerold.vercel.app/img/hero/hero-7-bg.svg	D:/arolax/deep%20port/gerold.vercel.app/img/hero/hero-7-bg.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:46	9472/9472	---M--	200	added ('OK')	image/png	etag:%229e5260b672a99f0a4342bba069003269%22	https://gerold.vercel.app/img/shapes/cta-10-shapes.png	D:/arolax/deep%20port/gerold.vercel.app/img/shapes/cta-10-shapes.png	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:47	211799/211799	---M--	200	added ('OK')	image/jpeg	etag:%22cfa167204ab6071a976049f784e036e8%22	https://gerold.vercel.app/img/shapes/h4-cta.jpg	D:/arolax/deep%20port/gerold.vercel.app/img/shapes/h4-cta.jpg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:47	269876/269876	---M--	200	added ('OK')	image/png	etag:%22acb20a41cd096b7dd9b451975cb589fa%22	https://gerold.vercel.app/img/shapes/h6-hero-shapes.png	D:/arolax/deep%20port/gerold.vercel.app/img/shapes/h6-hero-shapes.png	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:47	2610/2610	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f860145c74580c127f3b71d8beb157c5%22	https://gerold.vercel.app/img/shapes/hero_8.svg	D:/arolax/deep%20port/gerold.vercel.app/img/shapes/hero_8.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:48	982/982	---M--	200	added ('OK')	image/svg+xml	etag:%22d9398dc3a5f391b6171ff26335be9b03%22	https://gerold.vercel.app/img/shapes/hero8-shapes.svg	D:/arolax/deep%20port/gerold.vercel.app/img/shapes/hero8-shapes.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:49	390056/390056	---M--	200	added ('OK')	image/png	etag:%22c988a0488b6688a08278b873c4728868%22	https://gerold.vercel.app/img/hero/mask-hero-10.png	D:/arolax/deep%20port/gerold.vercel.app/img/hero/mask-hero-10.png	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:49	393/393	---M--	200	added ('OK')	image/svg+xml	etag:%22ea743658e321dcc878ef3ef41f33c5e1%22	https://gerold.vercel.app/img/hero/hero-4-line-shape.svg	D:/arolax/deep%20port/gerold.vercel.app/img/hero/hero-4-line-shape.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:49	625/625	---M--	200	added ('OK')	image/svg+xml	etag:%22a38c1f7b20e4ea4973a38127eab48de1%22	https://gerold.vercel.app/img/icons/down-arrow-light.svg	D:/arolax/deep%20port/gerold.vercel.app/img/icons/down-arrow-light.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:50	1056/1056	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2207d6e79fe71e8ff4ccf5341ac0bdb4f5%22	https://gerold.vercel.app/img/icons/down-arrow.svg	D:/arolax/deep%20port/gerold.vercel.app/img/icons/down-arrow.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:50	21027/21027	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220d983d11f608c155b56dc07165c627b8%22	https://gerold.vercel.app/img/hero/hero-9-play-bg-3.svg	D:/arolax/deep%20port/gerold.vercel.app/img/hero/hero-9-play-bg-3.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:50	386861/386861	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a6b0b3a78de39077302237d6634e552f%22	https://gerold.vercel.app/img/hero/hero-9-play-bg-2.svg	D:/arolax/deep%20port/gerold.vercel.app/img/hero/hero-9-play-bg-2.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:51	552900/552900	---M--	200	added ('OK')	image/jpeg	etag:%22aa37cd6a90e05ca59949549940cbe4b9%22	https://gerold.vercel.app/img/shapes/h4-fun.jpg	D:/arolax/deep%20port/gerold.vercel.app/img/shapes/h4-fun.jpg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
19:04:51	20957/20957	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f33932c84f4d36a52d0a6c71a7b67d95%22	https://gerold.vercel.app/img/hero/hero-9-play-bg.svg	D:/arolax/deep%20port/gerold.vercel.app/img/hero/hero-9-play-bg.svg	(from https://gerold.vercel.app/_next/static/css/418a220860f52a1d.css)
